date,ticker,signal,entry,stop_loss,target,range_size,exit_price,exit_reason,shares,gross_pnl,costs,net_pnl,win
2024-12-30,RELIANCE.NS,SELL,1214.35,1220.65,1208.05,6.3,1220.65,STOP,82.3486,-518.8,95.68,-614.47,False
2025-01-02,HDFCBANK.NS,BUY,894.5,886.9,902.1,7.6,896.1,TIME,111.7943,178.87,95.63,83.24,True
2025-01-02,INFY.NS,BUY,1920.0,1887.95,1952.05,32.05,1952.05,TARGET,52.0833,1669.27,96.07,1573.21,True
2025-01-02,NIFTY,BUY,23877.0,23752.4,24001.6,124.6,24001.6,TARGET,4.1881,521.84,95.73,426.11,True
2025-01-03,HDFCBANK.NS,SELL,883.12,897.5,868.75,14.38,874.45,TIME,113.2349,981.75,95.39,886.36,True
2025-01-03,ICICIBANK.NS,SELL,1272.2,1287.75,1256.65,15.55,1264.3,TIME,78.604,620.97,95.46,525.51,True
2025-01-03,INFY.NS,SELL,1931.6,1952.75,1910.45,21.15,1939.15,TIME,51.7706,-390.87,95.65,-486.52,False
2025-01-03,TCS.NS,SELL,4117.0,4173.5,4060.5,56.5,4099.7,TIME,24.2895,420.2,95.5,324.71,True
2025-01-06,HDFCBANK.NS,SELL,869.5,878.5,860.5,9.0,860.5,TARGET,115.0086,1035.08,95.38,939.7,True
2025-01-06,NIFTY,SELL,23911.85,24088.75,23734.95,176.9,23734.95,TARGET,4.182,739.8,95.44,644.36,True
2025-01-06,RELIANCE.NS,SELL,1245.0,1261.85,1228.15,16.85,1228.15,TARGET,80.3213,1353.41,95.32,1258.1,True
2025-01-07,ICICIBANK.NS,BUY,1281.0,1268.7,1293.3,12.3,1279.85,TIME,78.064,-89.78,95.55,-185.33,False
2025-01-07,RELIANCE.NS,BUY,1237.7,1223.1,1252.3,14.6,1240.9,TIME,80.795,258.55,95.65,162.89,True
2025-01-07,TCS.NS,SELL,4025.0,4138.5,3911.5,113.5,4026.95,TIME,24.8447,-48.45,95.59,-144.03,False
2025-01-08,HDFCBANK.NS,SELL,847.92,854.7,841.15,6.78,847.1,TIME,117.9357,96.71,95.56,1.15,True
2025-01-08,ICICIBANK.NS,SELL,1277.0,1285.0,1269.0,8.0,1269.0,TARGET,78.3085,626.47,95.46,531.01,True
2025-01-08,INFY.NS,SELL,1908.0,1930.0,1886.0,22.0,1930.0,STOP,52.4109,-1153.04,95.8,-1248.84,False
2025-01-08,NIFTY,SELL,23622.25,23751.7,23492.8,129.45,23705.2,TIME,4.2333,-351.15,95.65,-446.79,False
2025-01-08,TCS.NS,BUY,4052.0,4017.85,4086.15,34.15,4086.15,TARGET,24.6792,842.79,95.82,746.97,True
2025-01-09,HDFCBANK.NS,SELL,837.2,844.42,829.98,7.22,829.98,TARGET,119.4458,862.4,95.41,766.99,True
2025-01-09,ICICIBANK.NS,SELL,1253.6,1263.7,1243.5,10.1,1261.45,TIME,79.7703,-626.19,95.7,-721.89,False
2025-01-09,NIFTY,SELL,23594.05,23682.45,23505.65,88.4,23505.65,TARGET,4.2384,374.67,95.51,279.16,True
2025-01-09,RELIANCE.NS,SELL,1259.6,1268.5,1250.7,8.9,1250.7,TARGET,79.3903,706.57,95.44,611.13,True
2025-01-10,HDFCBANK.NS,SELL,830.45,837.38,823.53,6.92,827.22,TIME,120.4166,388.35,95.5,292.84,True
2025-01-10,ICICIBANK.NS,SELL,1249.6,1264.75,1234.45,15.15,1244.1,TIME,80.0256,440.14,95.49,344.65,True
2025-01-13,RELIANCE.NS,BUY,1238.8,1226.5,1251.1,12.3,1237.6,TIME,80.7233,-96.87,95.55,-192.42,False
2025-01-13,TCS.NS,BUY,4293.4,4228.4,4358.4,65.0,4291.5,TIME,23.2916,-44.25,95.57,-139.82,False
2025-01-14,RELIANCE.NS,SELL,1237.4,1253.1,1221.7,15.7,1238.6,TIME,80.8146,-96.98,95.6,-192.57,False
2025-01-14,TCS.NS,SELL,4250.0,4305.05,4194.95,55.05,4231.65,TIME,23.5294,431.77,95.5,336.27,True
2025-01-15,HDFCBANK.NS,SELL,822.38,828.5,816.25,6.12,828.5,STOP,121.5983,-744.18,95.72,-839.9,False
2025-01-16,INFY.NS,SELL,1944.6,1966.3,1922.9,21.7,1922.9,TARGET,51.4245,1115.91,95.36,1020.55,True
2025-01-16,RELIANCE.NS,BUY,1258.0,1252.0,1264.0,6.0,1264.0,TARGET,79.4913,476.95,95.72,381.23,True
2025-01-16,TCS.NS,SELL,4209.6,4292.85,4126.35,83.25,4210.65,TIME,23.7552,-24.94,95.58,-120.52,False
2025-01-17,HDFCBANK.NS,SELL,817.1,825.12,809.07,8.03,818.17,TIME,122.384,-131.56,95.6,-227.16,False
2025-01-17,ICICIBANK.NS,SELL,1225.25,1245.45,1205.05,20.2,1224.25,TIME,81.616,81.62,95.56,-13.95,False
2025-01-20,HDFCBANK.NS,BUY,821.4,814.25,828.55,7.15,828.55,TARGET,121.7434,870.47,95.83,774.63,True
2025-01-21,HDFCBANK.NS,SELL,821.15,830.17,812.13,9.02,830.17,STOP,121.7804,-1098.46,95.79,-1194.25,False
2025-01-21,ICICIBANK.NS,SELL,1221.65,1238.95,1204.35,17.3,1204.35,TARGET,81.8565,1416.12,95.31,1320.81,True
2025-01-21,INFY.NS,SELL,1812.45,1828.2,1796.7,15.75,1828.2,STOP,55.1739,-868.99,95.74,-964.73,False
2025-01-21,NIFTY,SELL,23247.7,23426.3,23069.1,178.6,23069.1,TARGET,4.3015,768.25,95.43,672.82,True
2025-01-21,RELIANCE.NS,SELL,1286.0,1312.0,1260.0,26.0,1272.25,TIME,77.7605,1069.21,95.37,973.83,True
2025-01-21,TCS.NS,SELL,4067.15,4107.45,4026.85,40.3,4107.45,STOP,24.5872,-990.87,95.77,-1086.63,False
2025-01-22,HDFCBANK.NS,BUY,827.3,819.6,835.0,7.7,819.6,STOP,120.8751,-930.74,95.31,-1026.04,False
2025-01-22,INFY.NS,BUY,1831.95,1812.1,1851.8,19.85,1851.8,TARGET,54.5866,1083.54,95.89,987.65,True
2025-01-22,TCS.NS,BUY,4099.9,4046.6,4153.2,53.3,4153.2,TARGET,24.3908,1300.03,95.96,1204.07,True
2025-01-23,HDFCBANK.NS,SELL,832.2,841.97,822.43,9.77,832.5,TIME,120.1634,-36.05,95.58,-131.63,False
2025-01-23,ICICIBANK.NS,BUY,1202.2,1187.0,1217.4,15.2,1202.2,TIME,83.1808,-0.0,95.58,-95.58,False
2025-01-23,RELIANCE.NS,SELL,1271.2,1277.2,1265.2,6.0,1265.2,TARGET,78.6658,471.99,95.49,376.51,True
2025-01-24,ICICIBANK.NS,BUY,1212.0,1202.4,1221.6,9.6,1202.4,STOP,82.5083,-792.08,95.35,-887.43,False
2025-01-24,INFY.NS,BUY,1885.0,1865.5,1904.5,19.5,1875.05,TIME,53.0504,-527.85,95.42,-623.27,False
2025-01-24,NIFTY,SELL,23128.65,23291.8,22965.5,163.15,23291.8,STOP,4.3236,-705.4,95.71,-801.12,False
2025-01-24,RELIANCE.NS,SELL,1257.55,1272.95,1242.15,15.4,1245.75,TIME,79.5197,938.33,95.4,842.93,True
2025-01-27,RELIANCE.NS,SELL,1228.0,1240.3,1215.7,12.3,1229.0,TIME,81.4332,-81.43,95.59,-177.03,False
2025-01-28,HDFCBANK.NS,BUY,835.7,824.0,847.4,11.7,834.75,TIME,119.6602,-113.68,95.54,-209.22,False
2025-01-28,ICICIBANK.NS,BUY,1258.7,1236.2,1281.2,22.5,1245.9,TIME,79.447,-1016.92,95.28,-1112.2,False
2025-01-28,TCS.NS,SELL,4066.2,4100.0,4032.4,33.8,4032.4,TARGET,24.593,831.24,95.42,735.82,True
2025-01-29,INFY.NS,BUY,1871.3,1845.1,1897.5,26.2,1845.1,STOP,53.4388,-1400.1,95.17,-1495.27,False
2025-01-29,NIFTY,BUY,23096.8,22978.15,23215.45,118.65,23159.35,TIME,4.3296,270.82,95.66,175.16,True
2025-01-30,HDFCBANK.NS,BUY,841.53,836.5,846.55,5.03,844.7,TIME,118.8312,376.7,95.69,281.01,True
2025-01-30,ICICIBANK.NS,BUY,1251.2,1239.5,1262.9,11.7,1257.15,TIME,79.9233,475.55,95.72,379.83,True
2025-01-30,INFY.NS,SELL,1863.15,1882.35,1843.95,19.2,1860.2,TIME,53.6725,158.34,95.55,62.79,True
2025-01-30,RELIANCE.NS,BUY,1241.9,1232.5,1251.3,9.4,1251.3,TARGET,80.5218,756.9,95.8,661.11,True
2025-01-31,NIFTY,BUY,23403.3,23280.55,23526.05,122.75,23526.05,TARGET,4.2729,524.5,95.73,428.77,True
2025-01-31,RELIANCE.NS,BUY,1259.9,1249.1,1270.7,10.8,1265.7,TIME,79.3714,460.35,95.71,364.64,True
2025-02-04,HDFCBANK.NS,BUY,851.2,840.15,862.25,11.05,862.25,TARGET,117.4812,1298.17,95.96,1202.21,True
2025-02-04,NIFTY,BUY,23581.7,23482.7,23680.7,99.0,23482.7,STOP,4.2406,-419.82,95.46,-515.27,False
2025-02-04,RELIANCE.NS,BUY,1262.35,1246.85,1277.85,15.5,1277.85,TARGET,79.2173,1227.87,95.94,1131.93,True
2025-02-04,TCS.NS,BUY,4100.0,4066.45,4133.55,33.55,4110.5,TIME,24.3902,256.1,95.65,160.44,True
2025-02-05,ICICIBANK.NS,BUY,1274.1,1265.45,1282.75,8.65,1268.1,TIME,78.4868,-470.92,95.44,-566.36,False
2025-02-05,INFY.NS,SELL,1899.45,1919.4,1879.5,19.95,1895.4,TIME,52.6468,213.22,95.54,117.68,True
2025-02-05,TCS.NS,SELL,4090.2,4135.3,4045.1,45.1,4089.5,TIME,24.4487,17.11,95.57,-78.46,False
2025-02-06,ICICIBANK.NS,SELL,1268.4,1276.2,1260.6,7.8,1272.6,TIME,78.8395,-331.12,95.64,-426.77,False
2025-02-06,INFY.NS,SELL,1906.5,1922.95,1890.05,16.45,1914.8,TIME,52.4521,-435.36,95.66,-531.02,False
2025-02-06,TCS.NS,SELL,4078.5,4137.1,4019.9,58.6,4084.5,TIME,24.5188,-147.11,95.61,-242.72,False
2025-02-07,ICICIBANK.NS,SELL,1263.6,1274.45,1252.75,10.85,1252.75,TARGET,79.139,858.66,95.41,763.24,True
2025-02-07,NIFTY,SELL,23567.7,23667.5,23467.9,99.8,23667.5,STOP,4.2431,-423.46,95.66,-519.12,False
2025-02-07,RELIANCE.NS,SELL,1267.5,1282.2,1252.8,14.7,1267.8,TIME,78.8955,-23.67,95.58,-119.26,False
2025-02-07,TCS.NS,SELL,4028.65,4083.8,3973.5,55.15,4031.85,TIME,24.8222,-79.43,95.59,-175.03,False
2025-02-10,INFY.NS,SELL,1886.8,1903.1,1870.5,16.3,1879.2,TIME,52.9998,402.8,95.5,307.3,True
2025-02-11,NIFTY,SELL,23271.05,23383.55,23158.55,112.5,23158.55,TARGET,4.2972,483.43,95.49,387.95,True
2025-02-11,RELIANCE.NS,SELL,1250.2,1263.05,1237.35,12.85,1237.35,TARGET,79.9872,1027.84,95.38,932.45,True
2025-02-12,INFY.NS,SELL,1877.1,1894.35,1859.85,17.25,1859.85,TARGET,53.2737,918.97,95.4,823.57,True
2025-02-13,HDFCBANK.NS,BUY,853.72,849.28,858.17,4.45,849.28,STOP,117.1344,-520.08,95.43,-615.5,False
2025-02-13,INFY.NS,SELL,1853.1,1873.0,1833.2,19.9,1844.95,TIME,53.9636,439.81,95.49,344.31,True
2025-02-13,RELIANCE.NS,BUY,1222.85,1212.5,1233.2,10.35,1212.5,STOP,81.7762,-846.38,95.33,-941.71,False
2025-02-13,TCS.NS,SELL,3918.6,3973.2,3864.0,54.6,3909.65,TIME,25.5193,228.4,95.53,132.87,True
2025-02-14,HDFCBANK.NS,SELL,845.7,849.72,841.68,4.02,849.72,STOP,118.2452,-475.35,95.67,-571.02,False
2025-02-14,NIFTY,SELL,23007.3,23133.25,22881.35,125.95,22881.35,TARGET,4.3464,547.43,95.47,451.96,True
2025-02-17,HDFCBANK.NS,BUY,848.4,840.65,856.15,7.75,856.15,TARGET,117.8689,913.48,95.84,817.64,True
2025-02-17,RELIANCE.NS,BUY,1218.55,1205.05,1232.05,13.5,1224.65,TIME,82.0647,500.6,95.72,404.87,True
2025-02-18,HDFCBANK.NS,BUY,861.83,856.78,866.88,5.05,856.78,STOP,116.0322,-585.96,95.41,-681.37,False
2025-02-18,ICICIBANK.NS,SELL,1243.8,1254.1,1233.5,10.3,1243.5,TIME,80.3988,24.12,95.57,-71.45,False
2025-02-18,NIFTY,SELL,22868.65,22989.4,22747.9,120.75,22951.4,TIME,4.3728,-361.85,95.65,-457.5,False
2025-02-19,ICICIBANK.NS,BUY,1251.75,1230.25,1273.25,21.5,1262.1,TIME,79.8882,826.84,95.82,731.02,True
2025-02-19,INFY.NS,SELL,1820.1,1849.2,1791.0,29.1,1810.2,TIME,54.942,543.93,95.47,448.46,True
2025-02-19,TCS.NS,SELL,3792.95,3870.4,3715.5,77.45,3784.7,TIME,26.3647,217.51,95.54,121.97,True
2025-02-20,HDFCBANK.NS,SELL,844.78,856.9,832.65,12.12,843.17,TIME,118.374,189.99,95.54,94.45,True
2025-02-20,ICICIBANK.NS,SELL,1252.15,1263.55,1240.75,11.4,1250.05,TIME,79.8626,167.71,95.55,72.16,True
2025-02-24,INFY.NS,SELL,1776.35,1807.3,1745.4,30.95,1764.0,TIME,56.2952,695.25,95.44,599.8,True
2025-02-24,TCS.NS,SELL,3711.05,3763.2,3658.9,52.15,3675.95,TIME,26.9466,945.83,95.4,850.43,True
2025-02-27,HDFCBANK.NS,BUY,850.95,842.45,859.45,8.5,848.45,TIME,117.5157,-293.79,95.49,-389.28,False
2025-02-28,HDFCBANK.NS,BUY,852.67,844.12,861.22,8.55,861.22,TARGET,117.2787,1002.73,95.87,906.86,True
2025-02-28,INFY.NS,SELL,1698.2,1754.0,1642.4,55.8,1686.8,TIME,58.8859,671.3,95.45,575.85,True
2025-02-28,NIFTY,SELL,22224.2,22446.9,22001.5,222.7,22124.65,TIME,4.4996,447.93,95.49,352.44,True
2025-02-28,TCS.NS,SELL,3498.5,3600.0,3397.0,101.5,3485.05,TIME,28.5837,384.45,95.5,288.94,True
2025-03-03,HDFCBANK.NS,SELL,858.75,871.47,846.03,12.72,850.6,TIME,116.4483,949.06,95.4,853.66,True
2025-03-04,TCS.NS,BUY,3519.0,3465.4,3572.6,53.6,3535.55,TIME,28.4172,470.31,95.72,374.59,True
2025-03-05,NIFTY,BUY,22264.7,22071.65,22457.75,193.05,22335.0,TIME,4.4914,315.75,95.67,220.08,True
2025-03-05,RELIANCE.NS,BUY,1174.5,1157.1,1191.9,17.4,1176.45,TIME,85.1426,166.02,95.63,70.4,True
2025-03-07,INFY.NS,SELL,1686.2,1704.0,1668.4,17.8,1686.0,TIME,59.3049,11.86,95.58,-83.71,False
2025-03-07,RELIANCE.NS,BUY,1236.6,1212.0,1261.2,24.6,1250.25,TIME,80.8669,1103.83,95.9,1007.93,True
2025-03-07,TCS.NS,BUY,3606.1,3575.0,3637.2,31.1,3611.1,TIME,27.7308,138.66,95.62,43.04,True
2025-03-10,HDFCBANK.NS,BUY,846.95,842.78,851.12,4.17,842.78,STOP,118.0707,-492.35,95.43,-587.79,False
2025-03-10,INFY.NS,BUY,1709.2,1676.2,1742.2,33.0,1704.1,TIME,58.5069,-298.39,95.49,-393.88,False
2025-03-11,HDFCBANK.NS,BUY,843.47,835.2,851.75,8.27,842.9,TIME,118.5579,-67.58,95.56,-163.13,False
2025-03-11,ICICIBANK.NS,BUY,1238.65,1220.15,1257.15,18.5,1246.7,TIME,80.7331,649.9,95.77,554.13,True
2025-03-11,NIFTY,BUY,22426.05,22316.0,22536.1,110.05,22499.5,TIME,4.4591,327.52,95.67,231.85,True
2025-03-12,INFY.NS,SELL,1585.2,1633.4,1537.0,48.2,1588.0,TIME,63.0835,-176.63,95.61,-272.25,False
2025-03-12,NIFTY,SELL,22418.1,22573.3,22262.9,155.2,22473.75,TIME,4.4607,-248.24,95.63,-343.86,False
2025-03-13,INFY.NS,SELL,1585.15,1605.0,1565.3,19.85,1578.1,TIME,63.0855,444.75,95.49,349.26,True
2025-03-17,ICICIBANK.NS,BUY,1267.3,1256.4,1278.2,10.9,1268.4,TIME,78.9079,86.8,95.6,-8.8,False
2025-03-17,INFY.NS,BUY,1588.7,1562.05,1615.35,26.65,1591.05,TIME,62.9445,147.92,95.62,52.3,True
2025-03-17,RELIANCE.NS,SELL,1243.65,1256.95,1230.35,13.3,1238.2,TIME,80.4085,438.23,95.49,342.74,True
2025-03-18,ICICIBANK.NS,BUY,1304.4,1281.3,1327.5,23.1,1310.0,TIME,76.6636,429.32,95.7,333.61,True
2025-03-18,NIFTY,BUY,22751.05,22601.05,22901.05,150.0,22842.95,TIME,4.3954,403.93,95.7,308.24,True
2025-03-20,RELIANCE.NS,BUY,1261.0,1250.1,1271.9,10.9,1271.9,TARGET,79.3021,864.39,95.83,768.56,True
2025-03-21,ICICIBANK.NS,BUY,1328.5,1315.0,1342.0,13.5,1342.0,TARGET,75.2729,1016.18,95.87,920.31,True
2025-03-21,NIFTY,BUY,23276.35,23134.3,23418.4,142.05,23348.7,TIME,4.2962,310.83,95.67,215.16,True
2025-03-21,TCS.NS,BUY,3592.0,3467.1,3716.9,124.9,3578.0,TIME,27.8396,-389.76,95.46,-485.22,False
2025-03-24,HDFCBANK.NS,BUY,897.5,887.28,907.72,10.22,899.4,TIME,111.4206,211.7,95.64,116.06,True
2025-03-24,ICICIBANK.NS,BUY,1358.8,1345.05,1372.55,13.75,1372.55,TARGET,73.5943,1011.92,95.87,916.05,True
2025-03-24,NIFTY,BUY,23559.65,23433.75,23685.55,125.9,23685.55,TARGET,4.2445,534.39,95.73,438.65,True
2025-03-24,RELIANCE.NS,BUY,1294.45,1284.25,1304.65,10.2,1304.65,TARGET,77.2529,787.98,95.81,692.17,True
2025-03-24,TCS.NS,BUY,3608.0,3566.6,3649.4,41.4,3649.4,TARGET,27.7162,1147.45,95.91,1051.54,True
2025-03-25,RELIANCE.NS,SELL,1290.15,1306.5,1273.8,16.35,1284.55,TIME,77.5104,434.05,95.49,338.56,True
2025-03-26,HDFCBANK.NS,SELL,908.38,913.33,903.42,4.95,903.42,TARGET,110.0861,546.03,95.47,450.55,True
2025-03-26,INFY.NS,SELL,1617.5,1637.4,1597.6,19.9,1597.6,TARGET,61.8238,1230.29,95.34,1134.95,True
2025-03-26,NIFTY,SELL,23614.75,23735.9,23493.6,121.15,23493.6,TARGET,4.2346,513.03,95.48,417.55,True
2025-03-26,RELIANCE.NS,SELL,1280.45,1292.2,1268.7,11.75,1274.0,TIME,78.0975,503.73,95.48,408.25,True
2025-03-27,HDFCBANK.NS,BUY,914.1,899.47,928.72,14.62,910.4,TIME,109.3972,-404.77,95.46,-500.23,False
2025-03-28,ICICIBANK.NS,BUY,1340.85,1327.2,1354.5,13.65,1354.5,TARGET,74.5796,1018.01,95.88,922.14,True
2025-04-01,HDFCBANK.NS,SELL,898.9,904.9,892.9,6.0,892.9,TARGET,111.2471,667.48,95.45,572.03,True
2025-04-01,INFY.NS,SELL,1528.7,1547.3,1510.1,18.6,1529.65,TIME,65.4151,-62.15,95.59,-157.74,False
2025-04-03,INFY.NS,SELL,1504.5,1522.1,1486.9,17.6,1486.9,TARGET,66.4673,1169.82,95.35,1074.47,True
2025-04-03,TCS.NS,SELL,3425.0,3477.1,3372.9,52.1,3404.7,TIME,29.1971,592.7,95.46,497.24,True
2025-04-04,INFY.NS,SELL,1455.6,1472.0,1439.2,16.4,1451.2,TIME,68.7002,302.28,95.52,206.76,True
2025-04-04,RELIANCE.NS,SELL,1208.0,1245.1,1170.9,37.1,1204.4,TIME,82.7815,298.01,95.52,202.49,True
2025-04-04,TCS.NS,SELL,3333.1,3390.9,3275.3,57.8,3299.6,TIME,30.0021,1005.07,95.39,909.68,True
2025-04-07,ICICIBANK.NS,SELL,1287.35,1325.0,1249.7,37.65,1289.55,TIME,77.679,-170.9,95.61,-266.51,False
2025-04-07,INFY.NS,BUY,1383.3,1308.25,1458.35,75.05,1399.6,TIME,72.2909,1178.34,95.92,1082.42,True
2025-04-07,NIFTY,BUY,22188.4,21807.75,22569.05,380.65,21807.75,STOP,4.5069,-1715.54,95.08,-1810.61,False
2025-04-07,RELIANCE.NS,BUY,1155.6,1116.65,1194.55,38.95,1166.7,TIME,86.5351,960.54,95.86,864.68,True
2025-04-07,TCS.NS,BUY,3149.25,3060.0,3238.5,89.25,3238.5,TARGET,31.7536,2834.01,96.41,2737.6,True
2025-04-09,HDFCBANK.NS,SELL,880.62,886.83,874.42,6.2,882.67,TIME,113.5564,-233.36,95.62,-328.98,False
2025-04-09,RELIANCE.NS,BUY,1185.0,1169.95,1200.05,15.05,1186.55,TIME,84.3882,130.81,95.62,35.19,True
2025-04-11,HDFCBANK.NS,BUY,903.33,890.15,916.5,13.17,902.95,TIME,110.7015,-42.07,95.57,-137.63,False
2025-04-11,RELIANCE.NS,BUY,1217.4,1198.9,1235.9,18.5,1218.5,TIME,82.1423,90.36,95.6,-5.25,False
2025-04-15,INFY.NS,SELL,1419.5,1441.1,1397.9,21.6,1424.1,TIME,70.4473,-324.06,95.64,-419.7,False
2025-04-15,RELIANCE.NS,SELL,1241.0,1249.3,1232.7,8.3,1239.5,TIME,80.5802,120.87,95.55,25.32,True
2025-04-16,HDFCBANK.NS,SELL,934.5,940.85,928.15,6.35,938.6,TIME,107.0091,-438.73,95.66,-534.4,False
2025-04-16,ICICIBANK.NS,SELL,1347.2,1357.6,1336.8,10.4,1354.6,TIME,74.228,-549.29,95.68,-644.97,False
2025-04-16,NIFTY,BUY,23372.5,23277.9,23467.1,94.6,23277.9,STOP,4.2785,-404.75,95.46,-500.21,False
2025-04-17,HDFCBANK.NS,BUY,948.85,938.8,958.9,10.05,958.9,TARGET,105.3907,1059.18,95.89,963.29,True
2025-04-17,ICICIBANK.NS,BUY,1384.4,1360.9,1407.9,23.5,1407.9,TARGET,72.2335,1697.49,96.07,1601.41,True
2025-04-21,ICICIBANK.NS,SELL,1412.2,1434.9,1389.5,22.7,1410.6,TIME,70.8115,113.3,95.56,17.74,True
2025-04-21,INFY.NS,BUY,1461.6,1427.4,1495.8,34.2,1450.6,TIME,68.4182,-752.6,95.36,-847.96,False
2025-04-21,NIFTY,BUY,24061.2,23903.9,24218.5,157.3,24114.4,TIME,4.1561,221.1,95.64,125.46,True
2025-04-21,RELIANCE.NS,BUY,1285.8,1267.0,1304.6,18.8,1295.9,TIME,77.7726,785.51,95.81,689.7,True
2025-04-21,TCS.NS,BUY,3319.4,3288.6,3350.2,30.8,3350.2,TARGET,30.1259,927.88,95.85,832.03,True
2025-04-23,HDFCBANK.NS,SELL,968.5,988.35,948.65,19.85,962.9,TIME,103.2525,578.21,95.47,482.74,True
2025-04-23,INFY.NS,BUY,1474.6,1442.7,1506.5,31.9,1474.0,TIME,67.815,-40.69,95.57,-136.26,False
2025-04-23,TCS.NS,BUY,3397.6,3340.0,3455.2,57.6,3411.8,TIME,29.4325,417.94,95.7,322.24,True
2025-04-24,ICICIBANK.NS,SELL,1408.8,1421.2,1396.4,12.4,1404.4,TIME,70.9824,312.32,95.52,216.8,True
2025-04-25,HDFCBANK.NS,SELL,954.95,966.5,943.4,11.55,956.1,TIME,104.7175,-120.42,95.6,-216.02,False
2025-04-28,NIFTY,BUY,24279.05,24059.15,24498.95,219.9,24324.1,TIME,4.1188,185.55,95.63,89.92,True
2025-04-28,RELIANCE.NS,BUY,1352.0,1320.2,1383.8,31.8,1370.3,TIME,73.9645,1353.55,95.97,1257.58,True
2025-04-29,RELIANCE.NS,BUY,1391.9,1371.0,1412.8,20.9,1398.9,TIME,71.8442,502.91,95.72,407.19,True
2025-04-30,RELIANCE.NS,BUY,1405.5,1388.3,1422.7,17.2,1406.4,TIME,71.1491,64.04,95.6,-31.56,False
2025-05-05,ICICIBANK.NS,SELL,1432.4,1446.7,1418.1,14.3,1429.5,TIME,69.8129,202.46,95.54,106.92,True
2025-05-07,INFY.NS,BUY,1509.5,1497.4,1521.6,12.1,1507.5,TIME,66.2471,-132.49,95.54,-228.03,False
2025-05-07,RELIANCE.NS,SELL,1410.5,1423.7,1397.3,13.2,1405.7,TIME,70.8968,340.31,95.51,244.8,True
2025-05-07,TCS.NS,BUY,3448.5,3422.2,3474.8,26.3,3442.5,TIME,28.9981,-173.99,95.53,-269.52,False
2025-05-08,ICICIBANK.NS,BUY,1441.9,1432.5,1451.3,9.4,1438.1,TIME,69.3529,-263.54,95.5,-359.04,False
2025-05-08,NIFTY,SELL,24373.85,24445.25,24302.45,71.4,24302.45,TARGET,4.1028,292.94,95.52,197.42,True
2025-05-08,RELIANCE.NS,BUY,1413.3,1398.3,1428.3,15.0,1408.4,TIME,70.7564,-346.7,95.48,-442.18,False
2025-05-09,HDFCBANK.NS,SELL,947.55,959.35,935.75,11.8,943.75,TIME,105.5353,401.03,95.5,305.53,True
2025-05-09,ICICIBANK.NS,SELL,1403.7,1419.9,1387.5,16.2,1389.6,TIME,71.2403,1004.49,95.39,909.1,True
2025-05-09,TCS.NS,BUY,3429.9,3398.7,3461.1,31.2,3440.3,TIME,29.1554,303.22,95.67,207.55,True
2025-05-12,ICICIBANK.NS,BUY,1437.5,1404.1,1470.9,33.4,1446.3,TIME,69.5652,612.18,95.76,516.42,True
2025-05-12,INFY.NS,BUY,1571.0,1534.1,1607.9,36.9,1607.9,TARGET,63.6537,2348.82,96.26,2252.56,True
2025-05-12,NIFTY,BUY,24737.2,24386.6,25087.8,350.6,24907.45,TIME,4.0425,688.23,95.78,592.45,True
2025-05-12,RELIANCE.NS,BUY,1426.8,1403.9,1449.7,22.9,1436.5,TIME,70.0869,679.84,95.78,584.07,True
2025-05-12,TCS.NS,BUY,3553.0,3504.9,3601.1,48.1,3601.1,TARGET,28.1452,1353.79,95.97,1257.81,True
2025-05-13,HDFCBANK.NS,SELL,965.0,980.75,949.25,15.75,960.7,TIME,103.6269,445.59,95.49,350.1,True
2025-05-13,INFY.NS,SELL,1582.1,1610.9,1553.3,28.8,1565.8,TIME,63.2071,1030.27,95.38,934.89,True
2025-05-13,NIFTY,SELL,24676.85,24971.55,24382.15,294.7,24559.45,TIME,4.0524,475.75,95.49,380.27,True
2025-05-13,RELIANCE.NS,SELL,1425.1,1447.6,1402.6,22.5,1413.8,TIME,70.1705,792.92,95.43,697.5,True
2025-05-13,TCS.NS,SELL,3560.1,3618.9,3501.3,58.8,3514.3,TIME,28.0891,1286.48,95.33,1191.15,True
2025-05-16,INFY.NS,SELL,1593.0,1603.3,1582.7,10.3,1582.7,TARGET,62.7746,646.58,95.45,551.12,True
2025-05-19,INFY.NS,SELL,1561.6,1577.7,1545.5,16.1,1560.9,TIME,64.0369,44.82,95.57,-50.75,False
2025-05-19,RELIANCE.NS,SELL,1444.0,1454.5,1433.5,10.5,1440.3,TIME,69.2521,256.23,95.53,160.7,True
2025-05-20,ICICIBANK.NS,SELL,1441.8,1457.3,1426.3,15.5,1439.6,TIME,69.3577,152.59,95.55,57.04,True
2025-05-20,NIFTY,SELL,24864.05,25007.65,24720.45,143.6,24720.45,TARGET,4.0219,577.54,95.47,482.07,True
2025-05-20,RELIANCE.NS,SELL,1434.4,1444.3,1424.5,9.9,1444.3,STOP,69.7156,-690.18,95.71,-785.89,False
2025-05-21,RELIANCE.NS,BUY,1430.9,1418.7,1443.1,12.2,1428.8,TIME,69.8861,-146.76,95.54,-242.29,False
2025-05-22,ICICIBANK.NS,SELL,1433.6,1445.3,1421.9,11.7,1442.6,TIME,69.7545,-627.79,95.7,-723.49,False
2025-05-22,RELIANCE.NS,SELL,1405.7,1423.6,1387.8,17.9,1410.2,TIME,71.1389,-320.12,95.64,-415.76,False
