date,ticker,signal,entry,stop_loss,target,range_size,exit_price,exit_reason,shares,gross_pnl,costs,net_pnl,win
2024-08-13,NIFTY,SELL,24300.0,24358.0,24242.0,58.0,24242.0,TARGET,4.1152,238.68,95.53,143.15,True
2024-08-14,INFY.NS,BUY,1811.15,1798.05,1824.25,13.1,1824.25,TARGET,55.2135,723.3,95.79,627.51,True
2024-08-14,TCS.NS,BUY,4278.55,4190.9,4366.2,87.65,4290.45,TIME,23.3724,278.14,95.66,182.48,True
2024-08-19,ICICIBANK.NS,SELL,1179.45,1195.55,1163.35,16.1,1175.15,TIME,84.7853,364.57,95.51,269.07,True
2024-08-19,TCS.NS,BUY,4456.9,4390.65,4523.15,66.25,4490.55,TIME,22.4371,755.0,95.8,659.21,True
2024-08-20,HDFCBANK.NS,BUY,820.72,815.25,826.2,5.47,818.45,TIME,121.8442,-276.58,95.5,-372.08,False
2024-08-20,ICICIBANK.NS,BUY,1184.3,1170.0,1198.6,14.3,1178.4,TIME,84.4381,-498.18,95.43,-593.62,False
2024-08-21,NIFTY,BUY,24721.0,24655.45,24786.55,65.55,24767.05,TIME,4.0451,186.28,95.63,90.65,True
2024-08-21,TCS.NS,BUY,4528.95,4503.95,4553.95,25.0,4503.95,STOP,22.0802,-552.0,95.42,-647.42,False
2024-08-22,ICICIBANK.NS,BUY,1182.45,1177.1,1187.8,5.35,1187.8,TARGET,84.5702,452.45,95.71,356.74,True
2024-08-22,TCS.NS,SELL,4527.0,4554.75,4499.25,27.75,4499.25,TARGET,22.0897,612.99,95.46,517.53,True
2024-08-23,ICICIBANK.NS,BUY,1199.95,1188.65,1211.25,11.3,1203.55,TIME,83.3368,300.02,95.67,204.35,True
2024-08-26,RELIANCE.NS,BUY,1514.95,1503.0,1526.9,11.95,1511.0,TIME,66.0088,-260.73,95.5,-356.24,False
2024-08-27,ICICIBANK.NS,BUY,1220.95,1209.05,1232.85,11.9,1226.65,TIME,81.9034,466.85,95.71,371.14,True
2024-08-27,INFY.NS,BUY,1898.0,1874.15,1921.85,23.85,1901.95,TIME,52.687,208.11,95.64,112.47,True
2024-08-27,RELIANCE.NS,SELL,1503.4,1512.2,1494.6,8.8,1500.22,TIME,66.5159,211.19,95.54,115.65,True
2024-08-28,INFY.NS,BUY,1915.0,1897.45,1932.55,17.55,1932.55,TARGET,52.2193,916.45,95.85,820.6,True
2024-08-28,RELIANCE.NS,SELL,1500.7,1507.47,1493.92,6.78,1493.92,TARGET,66.6356,451.79,95.49,356.3,True
2024-08-30,HDFCBANK.NS,SELL,822.22,830.65,813.8,8.43,813.8,TARGET,121.622,1024.06,95.38,928.68,True
2024-08-30,RELIANCE.NS,SELL,1512.5,1538.62,1486.38,26.12,1511.3,TIME,66.1157,79.34,95.56,-16.23,False
2024-08-30,TCS.NS,BUY,4551.8,4487.8,4615.8,64.0,4554.55,TIME,21.9693,60.41,95.6,-35.18,False
2024-09-02,HDFCBANK.NS,SELL,815.2,820.7,809.7,5.5,813.22,TIME,122.6693,242.27,95.53,146.74,True
2024-09-02,INFY.NS,BUY,1959.9,1943.4,1976.4,16.5,1964.45,TIME,51.023,232.15,95.65,136.51,True
2024-09-02,TCS.NS,SELL,4545.1,4588.0,4502.2,42.9,4522.45,TIME,22.0017,498.33,95.48,402.85,True
2024-09-03,HDFCBANK.NS,BUY,816.6,813.45,819.75,3.15,813.45,STOP,122.459,-385.75,95.47,-481.21,False
2024-09-03,ICICIBANK.NS,BUY,1227.65,1221.35,1233.95,6.3,1221.35,STOP,81.4564,-513.18,95.43,-608.6,False
2024-09-03,INFY.NS,SELL,1946.75,1961.6,1931.9,14.85,1961.6,STOP,51.3677,-762.81,95.72,-858.53,False
2024-09-03,RELIANCE.NS,SELL,1512.75,1520.47,1505.03,7.72,1509.12,TIME,66.1048,239.63,95.53,144.1,True
2024-09-04,NIFTY,BUY,25158.25,25085.15,25231.35,73.1,25210.1,TIME,3.9748,206.09,95.64,110.46,True
2024-09-05,INFY.NS,SELL,1916.0,1931.7,1900.3,15.7,1931.7,STOP,52.1921,-819.42,95.74,-915.15,False
2024-09-05,RELIANCE.NS,SELL,1515.0,1525.55,1504.45,10.55,1504.45,TARGET,66.0066,696.37,95.44,600.93,True
2024-09-06,ICICIBANK.NS,SELL,1224.25,1233.75,1214.75,9.5,1214.75,TARGET,81.6827,775.99,95.43,680.56,True
2024-09-06,INFY.NS,SELL,1907.0,1936.5,1877.5,29.5,1900.65,TIME,52.4384,332.98,95.51,237.47,True
2024-09-06,TCS.NS,SELL,4465.05,4518.5,4411.6,53.45,4458.15,TIME,22.3962,154.54,95.55,58.99,True
2024-09-09,HDFCBANK.NS,BUY,820.47,815.1,825.85,5.38,823.55,TIME,121.8814,375.39,95.69,279.71,True
2024-09-09,ICICIBANK.NS,BUY,1219.8,1200.95,1238.65,18.85,1235.0,TIME,81.9807,1246.11,95.94,1150.16,True
2024-09-09,INFY.NS,BUY,1911.5,1890.15,1932.85,21.35,1890.15,STOP,52.3149,-1116.92,95.25,-1212.18,False
2024-09-09,NIFTY,BUY,24867.7,24753.15,24982.25,114.55,24940.55,TIME,4.0213,292.95,95.66,197.29,True
2024-09-10,INFY.NS,BUY,1916.9,1896.05,1937.75,20.85,1912.25,TIME,52.1676,-242.58,95.51,-338.09,False
2024-09-11,RELIANCE.NS,SELL,1461.5,1466.5,1456.5,5.0,1466.5,STOP,68.4229,-342.11,95.64,-437.76,False
2024-09-11,TCS.NS,SELL,4501.4,4527.55,4475.25,26.15,4527.55,STOP,22.2153,-580.93,95.69,-676.62,False
2024-09-12,HDFCBANK.NS,BUY,830.28,823.55,837.0,6.73,834.25,TIME,120.4413,478.15,95.72,382.43,True
2024-09-12,INFY.NS,SELL,1919.75,1930.85,1908.65,11.1,1930.85,STOP,52.0901,-578.2,95.69,-673.89,False
2024-09-12,TCS.NS,SELL,4474.1,4515.8,4432.4,41.7,4432.4,TARGET,22.3509,932.03,95.4,836.63,True
2024-09-16,ICICIBANK.NS,BUY,1259.7,1246.35,1273.05,13.35,1262.3,TIME,79.384,206.4,95.64,110.76,True
2024-09-16,RELIANCE.NS,SELL,1474.0,1480.85,1467.15,6.85,1467.15,TARGET,67.8426,464.72,95.49,369.23,True
2024-09-17,TCS.NS,BUY,4505.0,4467.65,4542.35,37.35,4503.55,TIME,22.1976,-32.19,95.57,-127.76,False
2024-09-18,HDFCBANK.NS,BUY,844.95,836.1,853.8,8.85,848.5,TIME,118.3502,420.14,95.7,324.44,True
2024-09-18,ICICIBANK.NS,BUY,1274.0,1262.6,1285.4,11.4,1285.4,TARGET,78.4929,894.82,95.84,798.98,True
2024-09-18,INFY.NS,SELL,1897.35,1935.95,1858.75,38.6,1891.85,TIME,52.7051,289.88,95.52,194.36,True
2024-09-18,TCS.NS,SELL,4376.2,4494.8,4257.6,118.6,4348.8,TIME,22.8509,626.12,95.46,530.66,True
2024-09-19,INFY.NS,SELL,1899.3,1924.15,1874.45,24.85,1895.75,TIME,52.651,186.91,95.54,91.37,True
2024-09-19,RELIANCE.NS,SELL,1462.22,1472.32,1452.12,10.1,1472.32,STOP,68.3892,-690.73,95.71,-786.44,False
2024-09-19,TCS.NS,SELL,4311.0,4422.05,4199.95,111.05,4299.8,TIME,23.1965,259.81,95.53,164.28,True
2024-09-20,HDFCBANK.NS,BUY,861.72,853.8,869.65,7.92,869.65,TARGET,116.047,920.25,95.85,824.41,True
2024-09-20,ICICIBANK.NS,BUY,1309.65,1291.8,1327.5,17.85,1327.5,TARGET,76.3563,1362.96,95.98,1266.98,True
2024-09-20,NIFTY,BUY,25609.15,25426.8,25791.5,182.35,25791.5,TARGET,3.9049,712.05,95.79,616.26,True
2024-09-20,RELIANCE.NS,BUY,1482.97,1471.93,1494.02,11.05,1494.02,TARGET,67.4322,745.13,95.8,649.33,True
2024-09-20,TCS.NS,SELL,4267.45,4327.8,4207.1,60.35,4296.2,TIME,23.4332,-673.71,95.71,-769.42,False
2024-09-23,ICICIBANK.NS,SELL,1321.5,1330.9,1312.1,9.4,1312.1,TARGET,75.6716,711.31,95.44,615.87,True
2024-09-23,INFY.NS,SELL,1896.75,1918.9,1874.6,22.15,1897.3,TIME,52.7218,-29.0,95.58,-124.58,False
2024-09-25,ICICIBANK.NS,BUY,1321.6,1312.9,1330.3,8.7,1323.65,TIME,75.6659,155.12,95.62,59.49,True
2024-09-25,INFY.NS,SELL,1886.4,1900.6,1872.2,14.2,1899.1,TIME,53.011,-673.24,95.71,-768.95,False
2024-09-25,NIFTY,BUY,25952.9,25891.7,26014.1,61.2,25891.7,STOP,3.8531,-235.81,95.51,-331.32,False
2024-09-25,TCS.NS,SELL,4250.5,4273.0,4228.0,22.5,4273.0,STOP,23.5266,-529.35,95.68,-625.03,False
2024-09-26,NIFTY,BUY,26074.35,26003.15,26145.55,71.2,26145.55,TARGET,3.8352,273.07,95.66,177.41,True
2024-09-26,RELIANCE.NS,BUY,1499.35,1488.72,1509.97,10.62,1497.93,TIME,66.6956,-95.04,95.55,-190.59,False
2024-09-27,HDFCBANK.NS,SELL,884.67,888.95,880.4,4.28,880.4,TARGET,113.0365,482.67,95.49,387.18,True
2024-09-27,ICICIBANK.NS,SELL,1320.8,1329.0,1312.6,8.2,1312.6,TARGET,75.7117,620.84,95.46,525.38,True
2024-09-27,INFY.NS,SELL,1927.7,1974.05,1881.35,46.35,1906.5,TIME,51.8753,1099.76,95.37,1004.39,True
2024-09-30,ICICIBANK.NS,SELL,1279.0,1296.8,1261.2,17.8,1273.35,TIME,78.1861,441.75,95.49,346.26,True
2024-09-30,NIFTY,SELL,25962.55,26127.75,25797.35,165.2,25797.35,TARGET,3.8517,636.3,95.46,540.85,True
2024-09-30,RELIANCE.NS,SELL,1496.03,1522.15,1469.9,26.12,1475.07,TIME,66.8436,1400.71,95.31,1305.4,True
2024-10-01,RELIANCE.NS,SELL,1476.0,1487.82,1464.18,11.82,1464.18,TARGET,67.7507,800.81,95.42,705.39,True
2024-10-03,HDFCBANK.NS,SELL,851.03,863.0,839.05,11.97,839.05,TARGET,117.5047,1407.71,95.31,1312.4,True
2024-10-03,TCS.NS,SELL,4231.0,4277.0,4185.0,46.0,4232.25,TIME,23.6351,-29.54,95.58,-125.13,False
2024-10-04,HDFCBANK.NS,SELL,835.72,842.5,828.95,6.78,842.5,STOP,119.6573,-811.28,95.73,-907.01,False
2024-10-04,INFY.NS,BUY,1911.6,1889.6,1933.6,22.0,1933.6,TARGET,52.3122,1150.87,95.91,1054.95,True
2024-10-04,NIFTY,BUY,25293.6,25094.85,25492.35,198.75,25094.85,STOP,3.9536,-785.77,95.35,-881.12,False
2024-10-04,TCS.NS,BUY,4276.65,4226.0,4327.3,50.65,4226.0,STOP,23.3828,-1184.34,95.23,-1279.57,False
2024-10-07,HDFCBANK.NS,SELL,820.88,829.5,812.25,8.62,812.25,TARGET,121.8205,1051.31,95.38,955.93,True
2024-10-07,NIFTY,SELL,25019.35,25142.75,24895.95,123.4,24895.95,TARGET,3.9969,493.22,95.48,397.73,True
2024-10-07,RELIANCE.NS,SELL,1386.15,1396.5,1375.8,10.35,1375.8,TARGET,72.1423,746.67,95.43,651.24,True
2024-10-08,HDFCBANK.NS,BUY,822.62,811.2,834.05,11.42,825.03,TIME,121.5628,292.36,95.66,196.7,True
2024-10-09,RELIANCE.NS,SELL,1385.38,1400.5,1370.25,15.12,1373.0,TIME,72.1824,893.62,95.41,798.21,True
2024-10-10,INFY.NS,SELL,1936.4,1963.55,1909.25,27.15,1919.1,TIME,51.6422,893.41,95.41,798.01,True
2024-10-11,ICICIBANK.NS,SELL,1232.55,1240.0,1225.1,7.45,1225.1,TARGET,81.1326,604.44,95.46,508.98,True
2024-10-11,INFY.NS,BUY,1936.0,1910.75,1961.25,25.25,1936.05,TIME,51.6529,2.59,95.58,-92.99,False
2024-10-14,HDFCBANK.NS,BUY,840.92,827.83,854.02,13.1,843.58,TIME,118.9174,315.73,95.67,220.06,True
2024-10-14,ICICIBANK.NS,BUY,1231.7,1218.1,1245.3,13.6,1231.05,TIME,81.1886,-52.77,95.56,-148.33,False
2024-10-14,INFY.NS,BUY,1955.7,1935.4,1976.0,20.3,1956.2,TIME,51.1326,25.56,95.59,-70.02,False
2024-10-15,ICICIBANK.NS,BUY,1243.55,1235.4,1251.7,8.15,1251.7,TARGET,80.4149,655.38,95.77,559.61,True
2024-10-15,INFY.NS,SELL,1965.3,1991.0,1939.6,25.7,1957.85,TIME,50.8828,379.08,95.51,283.57,True
2024-10-15,RELIANCE.NS,SELL,1357.15,1371.3,1343.0,14.15,1343.43,TIME,73.6838,1011.31,95.38,915.92,True
2024-10-15,TCS.NS,SELL,4126.0,4169.75,4082.25,43.75,4118.05,TIME,24.2365,192.69,95.54,97.14,True
2024-10-16,HDFCBANK.NS,BUY,850.95,840.25,861.65,10.7,850.45,TIME,117.5157,-58.76,95.56,-154.32,False
2024-10-16,RELIANCE.NS,BUY,1352.93,1338.1,1367.75,14.83,1354.2,TIME,73.9137,93.87,95.61,-1.74,False
2024-10-17,HDFCBANK.NS,SELL,838.58,848.67,828.48,10.1,837.0,TIME,119.2492,188.41,95.54,92.87,True
2024-10-17,ICICIBANK.NS,SELL,1234.3,1256.9,1211.7,22.6,1230.6,TIME,81.0176,299.77,95.52,204.25,True
2024-10-17,INFY.NS,BUY,1958.1,1931.65,1984.55,26.45,1931.65,STOP,51.0699,-1350.8,95.18,-1445.98,False
2024-10-17,NIFTY,SELL,24802.45,25024.0,24580.9,221.55,24759.35,TIME,4.0319,173.77,95.54,78.23,True
2024-10-18,ICICIBANK.NS,BUY,1242.9,1225.4,1260.4,17.5,1260.4,TARGET,80.457,1408.0,95.99,1312.01,True
2024-10-18,INFY.NS,SELL,1883.25,1936.65,1829.85,53.4,1879.75,TIME,53.0997,185.85,95.54,90.31,True
2024-10-21,HDFCBANK.NS,BUY,869.75,859.92,879.58,9.83,864.7,TIME,114.9756,-580.63,95.41,-676.03,False
2024-10-21,INFY.NS,SELL,1845.5,1893.7,1797.3,48.2,1853.4,TIME,54.1859,-428.07,95.66,-523.73,False
2024-10-22,NIFTY,SELL,24751.0,24881.75,24620.25,130.75,24620.25,TARGET,4.0402,528.26,95.48,432.78,True
2024-10-22,RELIANCE.NS,SELL,1365.0,1376.0,1354.0,11.0,1354.0,TARGET,73.2601,805.86,95.42,710.44,True
2024-10-23,ICICIBANK.NS,SELL,1255.0,1267.95,1242.05,12.95,1251.8,TIME,79.6813,254.98,95.53,159.45,True
2024-10-23,INFY.NS,BUY,1865.3,1844.35,1886.25,20.95,1873.15,TIME,53.6107,420.85,95.7,325.14,True
2024-10-23,TCS.NS,BUY,4049.95,4000.0,4099.9,49.95,4099.9,TARGET,24.6917,1233.35,95.94,1137.41,True
2024-10-24,RELIANCE.NS,SELL,1330.93,1342.5,1319.35,11.57,1342.5,STOP,75.1354,-869.32,95.74,-965.06,False
2024-10-25,ICICIBANK.NS,SELL,1245.25,1268.9,1221.6,23.65,1256.4,TIME,80.3052,-895.4,95.75,-991.15,False
2024-10-25,NIFTY,SELL,24234.4,24440.0,24028.8,205.6,24172.3,TIME,4.1264,256.24,95.53,160.72,True
2024-10-28,ICICIBANK.NS,BUY,1299.5,1280.65,1318.35,18.85,1293.6,TIME,76.9527,-454.02,95.45,-549.47,False
2024-10-28,NIFTY,BUY,24300.1,24135.3,24464.9,164.8,24464.9,TARGET,4.1152,678.19,95.78,582.41,True
2024-10-29,HDFCBANK.NS,BUY,870.5,862.62,878.38,7.88,878.38,TARGET,114.8765,905.23,95.84,809.38,True
2024-10-29,ICICIBANK.NS,BUY,1312.0,1299.35,1324.65,12.65,1324.65,TARGET,76.2195,964.18,95.86,868.32,True
2024-10-30,HDFCBANK.NS,SELL,870.15,877.38,862.93,7.22,862.93,TARGET,114.9227,829.74,95.42,734.32,True
2024-10-30,INFY.NS,SELL,1824.05,1836.4,1811.7,12.35,1811.7,TARGET,54.8231,677.06,95.45,581.62,True
2024-10-31,ICICIBANK.NS,SELL,1306.65,1318.9,1294.4,12.25,1294.4,TARGET,76.5316,937.51,95.4,842.11,True
2024-10-31,INFY.NS,SELL,1758.4,1787.2,1729.6,28.8,1759.25,TIME,56.8699,-48.34,95.59,-143.93,False
2024-10-31,TCS.NS,SELL,3977.6,4078.25,3876.95,100.65,3962.35,TIME,25.1408,383.39,95.5,287.89,True
2024-11-04,HDFCBANK.NS,SELL,863.12,871.47,854.78,8.35,857.45,TIME,115.8587,656.92,95.45,561.47,True
2024-11-04,ICICIBANK.NS,SELL,1274.55,1291.8,1257.3,17.25,1278.35,TIME,78.4591,-298.14,95.64,-393.78,False
2024-11-04,INFY.NS,BUY,1742.1,1721.15,1763.05,20.95,1763.05,TARGET,57.402,1202.57,95.93,1106.64,True
2024-11-04,NIFTY,SELL,23949.75,24300.2,23599.3,350.45,23997.1,TIME,4.1754,-197.7,95.62,-293.32,False
2024-11-04,RELIANCE.NS,SELL,1293.65,1338.0,1249.3,44.35,1300.7,TIME,77.3007,-544.97,95.68,-640.65,False
2024-11-04,TCS.NS,SELL,3941.75,3977.45,3906.05,35.7,3963.75,TIME,25.3694,-558.13,95.69,-653.81,False
2024-11-05,HDFCBANK.NS,BUY,856.5,849.1,863.9,7.4,863.9,TARGET,116.7542,863.98,95.83,768.15,True
2024-11-05,ICICIBANK.NS,SELL,1271.1,1283.3,1258.9,12.2,1283.3,STOP,78.672,-959.8,95.76,-1055.56,False
2024-11-05,NIFTY,BUY,24026.1,23909.2,24143.0,116.9,23909.2,STOP,4.1621,-486.55,95.44,-581.99,False
2024-11-05,RELIANCE.NS,BUY,1301.15,1286.4,1315.9,14.75,1304.45,TIME,76.8551,253.62,95.65,157.97,True
2024-11-06,INFY.NS,BUY,1809.2,1763.45,1854.95,45.75,1822.5,TIME,55.273,735.13,95.79,639.34,True
2024-11-06,NIFTY,BUY,24414.9,24206.3,24623.5,208.6,24471.65,TIME,4.0959,232.44,95.65,136.8,True
2024-11-06,TCS.NS,BUY,4093.6,3976.0,4211.2,117.6,4140.1,TIME,24.4284,1135.92,95.91,1040.01,True
2024-11-08,ICICIBANK.NS,SELL,1260.05,1272.35,1247.75,12.3,1258.2,TIME,79.3619,146.82,95.55,51.27,True
2024-11-11,HDFCBANK.NS,BUY,881.5,875.88,887.12,5.62,887.12,TARGET,113.443,637.55,95.76,541.79,True
2024-11-11,ICICIBANK.NS,BUY,1261.75,1247.9,1275.6,13.85,1275.6,TARGET,79.255,1097.68,95.9,1001.78,True
2024-11-11,INFY.NS,BUY,1851.0,1823.0,1879.0,28.0,1860.0,TIME,54.0249,486.22,95.72,390.5,True
2024-11-11,NIFTY,BUY,24178.5,24005.5,24351.5,173.0,24158.3,TIME,4.1359,-83.54,95.55,-179.1,False
2024-11-11,TCS.NS,BUY,4205.8,4117.95,4293.65,87.85,4201.35,TIME,23.7767,-105.8,95.55,-201.35,False
2024-11-12,HDFCBANK.NS,SELL,872.5,886.0,859.0,13.5,859.0,TARGET,114.6132,1547.28,95.28,1452.0,True
2024-11-12,NIFTY,SELL,24120.55,24239.4,24001.7,118.85,24001.7,TARGET,4.1458,492.73,95.48,397.25,True
2024-11-12,RELIANCE.NS,SELL,1273.0,1282.6,1263.4,9.6,1282.6,STOP,78.5546,-754.12,95.72,-849.85,False
2024-11-13,HDFCBANK.NS,SELL,855.55,864.7,846.4,9.15,846.4,TARGET,116.8839,1069.49,95.37,974.11,True
2024-11-13,ICICIBANK.NS,SELL,1266.05,1276.25,1255.85,10.2,1255.85,TARGET,78.9858,805.66,95.42,710.23,True
2024-11-13,NIFTY,SELL,23690.35,23873.15,23507.55,182.8,23543.8,TIME,4.2211,618.6,95.46,523.14,True
2024-11-13,TCS.NS,SELL,4152.6,4196.05,4109.15,43.45,4147.75,TIME,24.0813,116.79,95.56,21.24,True
2024-11-14,ICICIBANK.NS,SELL,1251.25,1266.2,1236.3,14.95,1255.4,TIME,79.9201,-331.67,95.64,-427.31,False
2024-11-14,RELIANCE.NS,BUY,1263.6,1253.0,1274.2,10.6,1268.05,TIME,79.139,352.17,95.68,256.49,True
2024-11-18,INFY.NS,SELL,1806.0,1848.05,1763.95,42.05,1809.3,TIME,55.371,-182.73,95.61,-278.34,False
2024-11-18,TCS.NS,SELL,4026.6,4194.9,3858.3,168.3,4019.25,TIME,24.8348,182.54,95.54,86.99,True
2024-11-19,HDFCBANK.NS,BUY,863.75,851.38,876.12,12.38,876.12,TARGET,115.7742,1432.13,96.0,1336.13,True
2024-11-19,ICICIBANK.NS,SELL,1250.9,1260.0,1241.8,9.1,1248.15,TIME,79.9424,219.84,95.54,124.3,True
2024-11-19,NIFTY,BUY,23709.15,23523.65,23894.65,185.5,23523.65,STOP,4.2178,-782.4,95.35,-877.75,False
2024-11-19,TCS.NS,BUY,4100.0,4015.0,4185.0,85.0,4030.9,TIME,24.3902,-1685.37,95.09,-1780.45,False
2024-11-21,INFY.NS,SELL,1831.6,1866.2,1797.0,34.6,1833.1,TIME,54.5971,-81.89,95.59,-177.49,False
2024-11-22,HDFCBANK.NS,SELL,869.83,877.08,862.58,7.25,872.97,TIME,114.965,-361.56,95.65,-457.21,False
2024-11-22,NIFTY,BUY,23608.85,23361.85,23855.85,247.0,23855.85,TARGET,4.2357,1046.22,95.88,950.33,True
2024-11-22,RELIANCE.NS,BUY,1239.95,1222.75,1257.15,17.2,1257.15,TARGET,80.6484,1387.15,95.98,1291.17,True
2024-11-22,TCS.NS,BUY,4134.45,4054.45,4214.45,80.0,4214.45,TARGET,24.187,1934.96,96.14,1838.82,True
2024-11-25,TCS.NS,BUY,4308.9,4261.2,4356.6,47.7,4320.35,TIME,23.2078,265.73,95.66,170.08,True
2024-11-28,INFY.NS,SELL,1894.3,1914.5,1874.1,20.2,1874.1,TARGET,52.7899,1066.36,95.37,970.98,True
2024-11-29,ICICIBANK.NS,BUY,1293.95,1286.0,1301.9,7.95,1301.9,TARGET,77.2827,614.4,95.76,518.64,True
2024-11-29,NIFTY,BUY,24071.55,23947.35,24195.75,124.2,24127.25,TIME,4.1543,231.39,95.65,135.75,True
2024-11-29,TCS.NS,BUY,4259.0,4196.3,4321.7,62.7,4263.7,TIME,23.4797,110.36,95.61,14.75,True
2024-12-02,INFY.NS,BUY,1865.0,1835.2,1894.8,29.8,1879.85,TIME,53.6193,796.25,95.81,700.43,True
2024-12-03,ICICIBANK.NS,BUY,1303.2,1297.05,1309.35,6.15,1309.35,TARGET,76.7342,471.92,95.72,376.2,True
2024-12-04,HDFCBANK.NS,BUY,924.0,915.58,932.42,8.42,932.42,TARGET,108.2251,911.26,95.84,815.41,True
2024-12-04,ICICIBANK.NS,BUY,1316.0,1301.7,1330.3,14.3,1316.4,TIME,75.9878,30.4,95.59,-65.19,False
2024-12-04,RELIANCE.NS,SELL,1313.55,1326.95,1300.15,13.4,1307.85,TIME,76.1296,433.94,95.49,338.45,True
2024-12-05,HDFCBANK.NS,SELL,922.53,929.88,915.18,7.35,929.88,STOP,108.3976,-796.72,95.73,-892.45,False
2024-12-05,TCS.NS,BUY,4409.9,4371.1,4448.7,38.8,4371.1,STOP,22.6763,-879.84,95.32,-975.16,False
2024-12-06,INFY.NS,SELL,1921.65,1935.3,1908.0,13.65,1922.45,TIME,52.0386,-41.63,95.59,-137.21,False
2024-12-06,RELIANCE.NS,SELL,1314.3,1322.75,1305.85,8.45,1312.05,TIME,76.0861,171.19,95.55,75.64,True
2024-12-10,ICICIBANK.NS,BUY,1327.55,1316.95,1338.15,10.6,1329.7,TIME,75.3267,161.95,95.63,66.32,True
2024-12-10,RELIANCE.NS,SELL,1288.0,1294.9,1281.1,6.9,1281.1,TARGET,77.6398,535.71,95.48,440.24,True
2024-12-11,INFY.NS,BUY,1966.9,1955.95,1977.85,10.95,1977.85,TARGET,50.8414,556.71,95.74,460.97,True
2024-12-11,RELIANCE.NS,SELL,1283.05,1290.0,1276.1,6.95,1278.25,TIME,77.9393,374.11,95.51,278.6,True
2024-12-12,NIFTY,SELL,24613.95,24675.15,24552.75,61.2,24552.75,TARGET,4.0627,248.64,95.53,153.11,True
2024-12-12,RELIANCE.NS,SELL,1271.0,1278.15,1263.85,7.15,1263.85,TARGET,78.6782,562.55,95.47,467.08,True
2024-12-13,HDFCBANK.NS,SELL,922.03,931.5,912.55,9.47,931.5,STOP,108.4563,-1027.08,95.78,-1122.86,False
2024-12-13,INFY.NS,SELL,1967.9,1978.35,1957.45,10.45,1957.45,TARGET,50.8156,531.02,95.48,435.55,True
2024-12-13,NIFTY,SELL,24344.15,24520.1,24168.2,175.95,24520.1,STOP,4.1078,-722.76,95.72,-818.48,False
2024-12-16,NIFTY,SELL,24681.5,24770.5,24592.5,89.0,24664.65,TIME,4.0516,68.27,95.56,-27.3,False
2024-12-16,RELIANCE.NS,SELL,1275.05,1281.0,1269.1,5.95,1269.1,TARGET,78.4283,466.65,95.49,371.16,True
2024-12-16,TCS.NS,SELL,4430.2,4471.95,4388.45,41.75,4413.85,TIME,22.5723,369.06,95.51,273.55,True
2024-12-17,HDFCBANK.NS,SELL,922.88,931.05,914.7,8.17,916.12,TIME,108.3564,731.95,95.44,636.51,True
2024-12-17,ICICIBANK.NS,SELL,1335.3,1347.9,1322.7,12.6,1332.8,TIME,74.8895,187.22,95.54,91.68,True
2024-12-17,NIFTY,SELL,24502.0,24624.0,24380.0,122.0,24380.0,TARGET,4.0813,497.92,95.48,402.44,True
2024-12-17,RELIANCE.NS,SELL,1251.45,1262.65,1240.25,11.2,1245.9,TIME,79.9073,443.48,95.49,347.99,True
2024-12-17,TCS.NS,SELL,4384.1,4432.35,4335.85,48.25,4335.85,TARGET,22.8097,1100.57,95.37,1005.2,True
2024-12-18,HDFCBANK.NS,SELL,907.38,918.0,896.75,10.62,904.17,TIME,110.2074,353.22,95.51,257.71,True
2024-12-18,ICICIBANK.NS,SELL,1319.6,1334.9,1304.3,15.3,1313.2,TIME,75.7805,485.0,95.48,389.51,True
2024-12-20,HDFCBANK.NS,SELL,887.53,897.7,877.35,10.17,897.7,STOP,112.6722,-1145.88,95.8,-1241.67,False
2024-12-20,INFY.NS,SELL,1939.45,1976.1,1902.8,36.65,1917.15,TIME,51.561,1149.81,95.36,1054.45,True
2024-12-20,NIFTY,SELL,23807.9,24065.5,23550.3,257.6,23550.3,TARGET,4.2003,1081.99,95.37,986.62,True
2024-12-20,RELIANCE.NS,SELL,1222.4,1239.5,1205.3,17.1,1205.3,TARGET,81.8063,1398.89,95.31,1303.58,True
2024-12-20,TCS.NS,SELL,4257.55,4378.95,4136.15,121.4,4156.05,TIME,23.4877,2384.0,95.12,2288.88,True
2024-12-23,INFY.NS,SELL,1917.0,1939.95,1894.05,22.95,1923.05,TIME,52.1648,-315.6,95.64,-411.24,False
2024-12-23,TCS.NS,SELL,4148.0,4212.65,4083.35,64.65,4159.0,TIME,24.108,-265.19,95.63,-360.82,False
2024-12-26,HDFCBANK.NS,SELL,897.88,905.83,889.92,7.95,894.62,TIME,111.3735,362.52,95.51,267.01,True
2024-12-26,ICICIBANK.NS,SELL,1295.25,1312.75,1277.75,17.5,1298.3,TIME,77.2052,-235.48,95.62,-331.1,False
2024-12-26,RELIANCE.NS,SELL,1221.5,1227.5,1215.5,6.0,1215.5,TARGET,81.8666,491.2,95.48,395.72,True
2024-12-30,HDFCBANK.NS,BUY,899.4,893.88,904.93,5.53,904.93,TARGET,111.1852,614.85,95.76,519.1,True
2024-12-30,ICICIBANK.NS,BUY,1314.75,1303.95,1325.55,10.8,1325.55,TARGET,76.0601,821.45,95.82,725.63,True
2024-12-30,NIFTY,SELL,23709.2,23814.1,23604.3,104.9,23814.1,STOP,4.2178,-442.44,95.66,-538.11,False
