range_size_pct,orb_body_ratio,orb_upper_wick_ratio,orb_lower_wick_ratio,gap_pct,orb_volume,volume_ratio,day_of_week,signal_encoded,ticker_encoded,date,ticker,signal,label
0.8291,0.8032,0.1847,0.0121,-1.0004,0.0,0.0,1,1,2,2024-09-17,TCS.NS,BUY,TIME
1.0474,0.9068,0.0706,0.0226,0.2487,0.0,0.0,2,1,3,2024-09-18,HDFCBANK.NS,BUY,TIME
0.8948,0.7281,0.2719,0.0,-0.4337,0.0,0.0,2,1,4,2024-09-18,ICICIBANK.NS,BUY,TARGET
2.0344,0.9573,0.0,0.0427,-0.8502,0.0,0.0,2,0,1,2024-09-18,INFY.NS,SELL,TIME
2.7101,0.9106,0.0,0.0894,-0.2408,947840.0,2.6825,2,0,2,2024-09-18,TCS.NS,SELL,TIME
1.3084,0.1328,0.6901,0.1771,0.7662,1720230.0,1.6555,3,0,1,2024-09-19,INFY.NS,SELL,TIME
0.6907,0.6238,0.3317,0.0446,0.4771,1518257.0,1.1016,3,0,0,2024-09-19,RELIANCE.NS,SELL,STOP
2.576,0.5858,0.2882,0.1261,1.0101,0.0,0.0,3,0,2,2024-09-19,TCS.NS,SELL,TIME
0.9191,0.0221,0.2618,0.7161,0.7325,0.0,0.0,4,1,3,2024-09-20,HDFCBANK.NS,BUY,TARGET
1.363,0.7059,0.0784,0.2157,0.1546,0.0,0.0,4,1,4,2024-09-20,ICICIBANK.NS,BUY,TARGET
0.7451,0.3914,0.4955,0.1131,0.216,1246306.0,0.9043,4,1,0,2024-09-20,RELIANCE.NS,BUY,TARGET
1.4142,0.7581,0.1806,0.0613,0.483,0.0,0.0,4,0,2,2024-09-20,TCS.NS,SELL,TIME
0.7113,0.8777,0.0,0.1223,-1.4002,0.0,0.0,0,0,4,2024-09-23,ICICIBANK.NS,SELL,TARGET
1.1678,0.6005,0.3995,0.0,0.0707,0.0,0.0,0,0,1,2024-09-23,INFY.NS,SELL,TIME
0.6583,0.5058,0.4942,0.0,-0.4323,0.0,0.0,2,1,4,2024-09-25,ICICIBANK.NS,BUY,TIME
0.7528,0.0704,0.5176,0.412,-0.2818,0.0,0.0,2,0,1,2024-09-25,INFY.NS,SELL,TIME
0.5293,0.0022,0.5733,0.4244,-0.2622,503983.0,1.4263,2,0,2,2024-09-25,TCS.NS,SELL,STOP
0.7083,0.3482,0.2047,0.4471,-0.0368,0.0,0.0,3,1,0,2024-09-26,RELIANCE.NS,BUY,TIME
0.4838,0.0702,0.3977,0.5322,-0.5018,2935686.0,1.2771,4,0,3,2024-09-27,HDFCBANK.NS,SELL,TARGET
0.6208,0.5061,0.1524,0.3415,0.2151,1824758.0,1.0629,4,0,4,2024-09-27,ICICIBANK.NS,SELL,TARGET
2.4044,0.0442,0.8803,0.0755,1.7366,0.0,0.0,4,0,1,2024-09-27,INFY.NS,SELL,TIME
1.3917,0.4242,0.264,0.3118,-1.1098,0.0,0.0,0,0,4,2024-09-30,ICICIBANK.NS,SELL,TIME
1.746,0.9129,0.0239,0.0632,-0.1296,0.0,0.0,0,0,0,2024-09-30,RELIANCE.NS,SELL,TIME
0.8008,0.4651,0.4926,0.0423,0.2028,1476197.0,1.0711,1,0,0,2024-10-01,RELIANCE.NS,SELL,TARGET
1.4065,0.8434,0.1253,0.0313,-0.3182,0.0,0.0,3,0,3,2024-10-03,HDFCBANK.NS,SELL,TARGET
1.0872,0.3033,0.4152,0.2815,-0.6996,0.0,0.0,3,0,2,2024-10-03,TCS.NS,SELL,TIME
0.8113,0.1365,0.7749,0.0886,-0.3896,0.0,0.0,4,0,3,2024-10-04,HDFCBANK.NS,SELL,STOP
1.1509,0.8159,0.1841,0.0,0.0344,0.0,0.0,4,1,1,2024-10-04,INFY.NS,BUY,TARGET
1.1843,0.0326,0.9645,0.003,-0.1559,0.0,0.0,4,1,2,2024-10-04,TCS.NS,BUY,STOP
1.0501,0.171,0.3043,0.5246,-0.4515,0.0,0.0,0,0,3,2024-10-07,HDFCBANK.NS,SELL,TARGET
0.7467,0.3527,0.2415,0.4058,0.5953,0.0,0.0,0,0,0,2024-10-07,RELIANCE.NS,SELL,TARGET
1.3882,0.2254,0.1794,0.5952,0.7172,0.0,0.0,1,1,3,2024-10-08,HDFCBANK.NS,BUY,TIME
1.0914,0.2926,0.0,0.7074,0.0715,0.0,0.0,2,0,0,2024-10-09,RELIANCE.NS,SELL,TIME
1.4021,0.2339,0.1731,0.593,-0.0638,0.0,0.0,3,0,1,2024-10-10,INFY.NS,SELL,TIME
0.6044,0.6242,0.0067,0.3691,-0.3135,0.0,0.0,4,0,4,2024-10-11,ICICIBANK.NS,SELL,TARGET
1.3042,0.4554,0.2436,0.301,-0.0339,0.0,0.0,4,1,1,2024-10-11,INFY.NS,BUY,TIME
1.5578,0.7767,0.2233,0.0,0.2816,0.0,0.0,0,1,3,2024-10-14,HDFCBANK.NS,BUY,TIME
1.1042,0.6949,0.0588,0.2463,-0.1512,0.0,0.0,0,1,4,2024-10-14,ICICIBANK.NS,BUY,TIME
1.038,0.4877,0.5123,0.0,0.0336,0.0,0.0,0,1,1,2024-10-14,INFY.NS,BUY,TIME
0.6554,0.5276,0.4724,0.0,0.1946,0.0,0.0,1,1,4,2024-10-15,ICICIBANK.NS,BUY,TARGET
1.3077,0.0331,0.8599,0.107,0.0457,0.0,0.0,1,0,1,2024-10-15,INFY.NS,SELL,TIME
1.0426,0.2421,0.3746,0.3834,-0.4917,0.0,0.0,1,0,0,2024-10-15,RELIANCE.NS,SELL,TIME
1.0603,0.2354,0.6366,0.128,0.1269,0.0,0.0,1,0,2,2024-10-15,TCS.NS,SELL,TIME
1.2574,0.7009,0.1098,0.1893,0.0267,0.0,0.0,2,1,3,2024-10-16,HDFCBANK.NS,BUY,TIME
1.0961,0.2445,0.543,0.2125,-0.2195,0.0,0.0,2,1,0,2024-10-16,RELIANCE.NS,BUY,TIME
1.2044,0.8243,0.1139,0.0619,-0.3205,0.0,0.0,3,0,3,2024-10-17,HDFCBANK.NS,SELL,TIME
1.831,0.6814,0.2942,0.0243,0.3814,0.0,0.0,3,0,4,2024-10-17,ICICIBANK.NS,SELL,TIME
1.3508,0.4499,0.431,0.1191,0.7656,0.0,0.0,3,1,1,2024-10-17,INFY.NS,BUY,STOP
1.408,0.6714,0.0914,0.2371,-0.1381,0.0,0.0,4,1,4,2024-10-18,ICICIBANK.NS,BUY,TARGET
2.8355,0.1507,0.7987,0.0506,-4.1013,0.0,0.0,4,0,1,2024-10-18,INFY.NS,SELL,TIME
1.1302,0.8041,0.0763,0.1196,2.3991,0.0,0.0,0,1,3,2024-10-21,HDFCBANK.NS,BUY,TIME
2.6118,0.6369,0.0892,0.2739,0.2334,0.0,0.0,0,0,1,2024-10-21,INFY.NS,SELL,TIME
0.8059,0.5273,0.4682,0.0045,0.2083,0.0,0.0,1,0,0,2024-10-22,RELIANCE.NS,SELL,TARGET
1.0319,0.4633,0.444,0.0927,-0.4181,0.0,0.0,2,0,4,2024-10-23,ICICIBANK.NS,SELL,TIME
1.1231,0.8998,0.0453,0.0549,-0.3671,0.0,0.0,2,1,1,2024-10-23,INFY.NS,BUY,TIME
1.2333,0.9119,0.02,0.0681,-0.4625,0.0,0.0,2,1,2,2024-10-23,TCS.NS,BUY,TARGET
0.8693,0.1037,0.3952,0.5011,-0.2423,2534943.0,1.8393,3,0,0,2024-10-24,RELIANCE.NS,SELL,STOP
1.8992,0.1057,0.7188,0.1755,-0.243,0.0,0.0,4,0,4,2024-10-25,ICICIBANK.NS,SELL,TIME
1.4506,0.4934,0.0531,0.4536,2.3175,0.0,0.0,0,1,4,2024-10-28,ICICIBANK.NS,BUY,TIME
0.9052,0.7079,0.0413,0.2508,-0.3343,3505818.0,1.5251,1,1,3,2024-10-29,HDFCBANK.NS,BUY,TARGET
0.9642,0.4427,0.0474,0.5099,1.0017,0.0,0.0,1,1,4,2024-10-29,ICICIBANK.NS,BUY,TARGET
0.8297,0.0796,0.6747,0.2457,-0.391,0.0,0.0,2,0,3,2024-10-30,HDFCBANK.NS,SELL,TARGET
0.6771,0.5425,0.2753,0.1822,-0.3804,0.0,0.0,2,0,1,2024-10-30,INFY.NS,SELL,TARGET
0.9375,0.2122,0.5347,0.2531,-0.0495,0.0,0.0,3,0,4,2024-10-31,ICICIBANK.NS,SELL,TARGET
1.6379,0.908,0.0,0.092,-0.6449,0.0,0.0,3,0,1,2024-10-31,INFY.NS,SELL,TIME
2.5304,0.839,0.0,0.161,0.0798,0.0,0.0,3,0,2,2024-10-31,TCS.NS,SELL,TIME
0.9674,0.4371,0.0,0.5629,0.4177,2110825.0,0.9183,0,0,3,2024-11-04,HDFCBANK.NS,SELL,TIME
1.3534,0.6899,0.2841,0.0261,-0.6255,1965666.0,1.145,0,0,4,2024-11-04,ICICIBANK.NS,SELL,TIME
1.2026,0.1599,0.2196,0.6205,-1.6336,2867415.0,2.7596,0,1,1,2024-11-04,INFY.NS,BUY,TARGET
3.4283,0.9921,0.0,0.0079,0.4505,4281292.0,3.1065,0,0,0,2024-11-04,RELIANCE.NS,SELL,TIME
0.9057,0.5028,0.2073,0.2899,-0.0742,499081.0,1.4124,0,0,2,2024-11-04,TCS.NS,SELL,TIME
0.864,0.3007,0.0608,0.6385,-0.533,0.0,0.0,1,1,3,2024-11-05,HDFCBANK.NS,BUY,TARGET
0.9598,0.1352,0.6393,0.2254,-0.1331,0.0,0.0,1,0,4,2024-11-05,ICICIBANK.NS,SELL,STOP
1.1336,0.261,0.1119,0.6271,-0.2464,0.0,0.0,1,1,0,2024-11-05,RELIANCE.NS,BUY,TIME
2.5287,0.7617,0.1902,0.0481,0.7216,89188.0,0.0858,2,1,1,2024-11-06,INFY.NS,BUY,TIME
2.8728,0.6935,0.0855,0.2211,0.7692,0.0,0.0,2,1,2,2024-11-06,TCS.NS,BUY,TIME
0.9762,0.2317,0.2968,0.4715,-0.7937,0.0,0.0,4,0,4,2024-11-08,ICICIBANK.NS,SELL,TIME
0.6375,0.56,0.2356,0.2044,-0.0228,0.0,0.0,0,1,3,2024-11-11,HDFCBANK.NS,BUY,TARGET
1.0977,0.0036,0.2166,0.7798,-0.0119,0.0,0.0,0,1,4,2024-11-11,ICICIBANK.NS,BUY,TARGET
1.5127,0.7339,0.1232,0.1429,0.0685,0.0,0.0,0,1,1,2024-11-11,INFY.NS,BUY,TIME
2.0888,0.7467,0.0768,0.1764,-0.1582,0.0,0.0,0,1,2,2024-11-11,TCS.NS,BUY,TIME
1.5473,0.8185,0.0185,0.163,0.2944,0.0,0.0,1,0,3,2024-11-12,HDFCBANK.NS,SELL,TARGET
0.7541,0.1875,0.6875,0.125,0.2593,0.0,0.0,1,0,0,2024-11-12,RELIANCE.NS,SELL,STOP
1.0695,0.0874,0.8497,0.0628,-0.2996,0.0,0.0,2,0,3,2024-11-13,HDFCBANK.NS,SELL,TARGET
0.8057,0.2647,0.6177,0.1176,0.0749,0.0,0.0,2,0,4,2024-11-13,ICICIBANK.NS,SELL,TARGET
1.0463,0.8182,0.1599,0.0219,0.1925,0.0,0.0,2,0,2,2024-11-13,TCS.NS,SELL,TIME
1.1948,0.0769,0.2441,0.6789,0.4016,0.0,0.0,3,0,4,2024-11-14,ICICIBANK.NS,SELL,TIME
0.8389,0.4811,0.3585,0.1604,0.1597,0.0,0.0,3,1,0,2024-11-14,RELIANCE.NS,BUY,TIME
2.3283,0.7194,0.0,0.2806,-0.8849,0.0,0.0,0,0,1,2024-11-18,INFY.NS,SELL,TIME
4.1797,0.9177,0.0,0.0823,1.1819,0.0,0.0,0,0,2,2024-11-18,TCS.NS,SELL,TIME
1.4333,0.798,0.0202,0.1818,0.0088,0.0,0.0,1,1,3,2024-11-19,HDFCBANK.NS,BUY,TARGET
0.7275,0.7857,0.1868,0.0275,0.423,0.0,0.0,1,0,4,2024-11-19,ICICIBANK.NS,SELL,TIME
2.0732,0.8018,0.0547,0.1435,0.2502,0.0,0.0,1,1,2,2024-11-19,TCS.NS,BUY,TIME
1.8891,0.263,0.578,0.159,1.2782,0.0,0.0,3,0,1,2024-11-21,INFY.NS,SELL,TIME
0.8335,0.0414,0.6138,0.3448,0.2326,0.0,0.0,4,0,3,2024-11-22,HDFCBANK.NS,SELL,TIME
1.3872,0.5291,0.0843,0.3866,0.7333,0.0,0.0,4,1,0,2024-11-22,RELIANCE.NS,BUY,TARGET
1.935,0.7106,0.0325,0.2569,0.0528,0.0,0.0,4,1,2,2024-11-22,TCS.NS,BUY,TARGET
1.107,0.1059,0.7327,0.1614,1.0881,0.0,0.0,0,1,2,2024-11-25,TCS.NS,BUY,TIME
1.0664,0.5074,0.0347,0.4579,-0.6824,0.0,0.0,3,0,1,2024-11-28,INFY.NS,SELL,TARGET
0.6144,0.1006,0.7359,0.1635,0.0739,0.0,0.0,4,1,4,2024-11-29,ICICIBANK.NS,BUY,TARGET
1.4722,0.4115,0.0534,0.5351,-0.3545,0.0,0.0,4,1,2,2024-11-29,TCS.NS,BUY,TIME
1.5979,0.2383,0.0839,0.6779,-0.0862,0.0,0.0,0,1,1,2024-12-02,INFY.NS,BUY,TIME
0.4719,0.0244,0.5285,0.4472,-0.3221,0.0,0.0,1,1,4,2024-12-03,ICICIBANK.NS,BUY,TARGET
0.9113,0.635,0.1306,0.2344,0.3994,0.0,0.0,2,1,3,2024-12-04,HDFCBANK.NS,BUY,TARGET
1.0866,0.9126,0.0105,0.0769,-0.428,0.0,0.0,2,1,4,2024-12-04,ICICIBANK.NS,BUY,TIME
1.0201,0.6866,0.0,0.3134,0.1472,0.0,0.0,2,0,0,2024-12-04,RELIANCE.NS,SELL,TIME
0.7967,0.881,0.0,0.119,0.1589,0.0,0.0,3,0,3,2024-12-05,HDFCBANK.NS,SELL,STOP
0.8798,0.2964,0.7036,0.0,0.6447,0.0,0.0,3,1,2,2024-12-05,TCS.NS,BUY,STOP
0.7103,0.4689,0.1539,0.3773,-0.0052,0.0,0.0,4,0,1,2024-12-06,INFY.NS,SELL,TIME
0.6429,0.7633,0.0651,0.1716,0.1287,0.0,0.0,4,0,0,2024-12-06,RELIANCE.NS,SELL,TIME
0.7985,0.8066,0.0,0.1934,-0.34,0.0,0.0,1,1,4,2024-12-10,ICICIBANK.NS,BUY,TIME
0.5357,0.1159,0.8116,0.0725,-0.5553,0.0,0.0,1,0,0,2024-12-10,RELIANCE.NS,SELL,TARGET
0.5567,0.2009,0.1918,0.6073,0.721,0.0,0.0,2,1,1,2024-12-11,INFY.NS,BUY,TARGET
0.5417,0.3813,0.3309,0.2878,0.1361,0.0,0.0,2,0,0,2024-12-11,RELIANCE.NS,SELL,TIME
0.5625,0.6294,0.3566,0.014,-0.2658,0.0,0.0,3,0,0,2024-12-12,RELIANCE.NS,SELL,TARGET
1.0271,0.8602,0.058,0.0818,0.1425,0.0,0.0,4,0,3,2024-12-13,HDFCBANK.NS,SELL,STOP
0.531,0.244,0.6699,0.0861,-0.7876,0.0,0.0,4,0,1,2024-12-13,INFY.NS,SELL,TARGET
0.4666,0.4286,0.3697,0.2017,0.3531,0.0,0.0,0,0,0,2024-12-16,RELIANCE.NS,SELL,TARGET
0.9424,0.2635,0.103,0.6335,-0.162,0.0,0.0,0,0,2,2024-12-16,TCS.NS,SELL,TIME
0.8853,0.4526,0.2691,0.2783,-0.2309,0.0,0.0,1,0,3,2024-12-17,HDFCBANK.NS,SELL,TIME
0.9436,0.4246,0.4643,0.1111,-0.1265,0.0,0.0,1,0,4,2024-12-17,ICICIBANK.NS,SELL,TIME
0.895,0.8125,0.0,0.1875,-0.4219,0.0,0.0,1,0,0,2024-12-17,RELIANCE.NS,SELL,TIME
1.1006,0.5565,0.3192,0.1244,0.0396,0.0,0.0,1,0,2,2024-12-17,TCS.NS,SELL,TARGET
1.1704,0.6612,0.2941,0.0447,-0.0273,0.0,0.0,2,0,3,2024-12-18,HDFCBANK.NS,SELL,TIME
1.1594,0.5294,0.4543,0.0163,-0.4535,0.0,0.0,2,0,4,2024-12-18,ICICIBANK.NS,SELL,TIME
1.1459,0.3145,0.4324,0.2531,-0.4125,0.0,0.0,4,0,3,2024-12-20,HDFCBANK.NS,SELL,STOP
1.8897,0.7026,0.0,0.2974,1.4295,0.0,0.0,4,0,1,2024-12-20,INFY.NS,SELL,TIME
1.3989,0.0351,0.8275,0.1374,-0.4185,0.0,0.0,4,0,0,2024-12-20,RELIANCE.NS,SELL,TARGET
2.8514,0.4872,0.3777,0.1351,1.217,0.0,0.0,4,0,2,2024-12-20,TCS.NS,SELL,TIME
1.1972,0.2092,0.3355,0.4553,0.5255,0.0,0.0,0,0,1,2024-12-23,INFY.NS,SELL,TIME
1.5586,0.9281,0.0565,0.0155,0.8144,0.0,0.0,0,0,2,2024-12-23,TCS.NS,SELL,TIME
0.8854,0.3553,0.5818,0.0629,0.2391,0.0,0.0,3,0,3,2024-12-26,HDFCBANK.NS,SELL,TIME
1.3511,0.4857,0.5057,0.0086,0.4004,0.0,0.0,3,0,4,2024-12-26,ICICIBANK.NS,SELL,TIME
0.4912,0.7167,0.2833,0.0,0.2494,0.0,0.0,3,0,0,2024-12-26,RELIANCE.NS,SELL,TARGET
0.6149,0.371,0.0272,0.6018,-0.2806,0.0,0.0,0,1,3,2024-12-30,HDFCBANK.NS,BUY,TARGET
0.8214,0.9213,0.0787,0.0,-0.2639,0.0,0.0,0,1,4,2024-12-30,ICICIBANK.NS,BUY,TARGET
0.5188,0.0318,0.2381,0.7301,-0.1924,0.0,0.0,0,0,0,2024-12-30,RELIANCE.NS,SELL,STOP
0.8496,0.5066,0.148,0.3454,-0.3222,0.0,0.0,3,1,3,2025-01-02,HDFCBANK.NS,BUY,TIME
1.6693,0.61,0.2246,0.1654,0.3897,0.0,0.0,3,1,1,2025-01-02,INFY.NS,BUY,TARGET
1.6283,0.7426,0.2296,0.0278,-0.2621,0.0,0.0,4,0,3,2025-01-03,HDFCBANK.NS,SELL,TIME
1.2223,0.8103,0.1093,0.0804,-0.3834,0.0,0.0,4,0,4,2025-01-03,ICICIBANK.NS,SELL,TIME
1.0949,0.4374,0.409,0.1537,-0.5067,0.0,0.0,4,0,1,2025-01-03,INFY.NS,SELL,TIME
1.3724,0.9823,0.0,0.0177,0.1752,0.0,0.0,4,0,2,2025-01-03,TCS.NS,SELL,TIME
1.0351,0.0417,0.7667,0.1917,-0.2974,0.0,0.0,0,0,3,2025-01-06,HDFCBANK.NS,SELL,TARGET
1.3534,0.0593,0.5252,0.4154,0.252,0.0,0.0,0,0,0,2025-01-06,RELIANCE.NS,SELL,TARGET
0.9602,0.7846,0.1098,0.1057,0.4667,0.0,0.0,1,1,4,2025-01-07,ICICIBANK.NS,BUY,TIME
1.1796,1.0,0.0,0.0,0.4558,0.0,0.0,1,1,0,2025-01-07,RELIANCE.NS,BUY,TIME
2.8199,0.5996,0.2366,0.1639,0.4066,0.0,0.0,1,0,2,2025-01-07,TCS.NS,SELL,TIME
0.7996,0.9299,0.0,0.0701,-0.1519,0.0,0.0,2,0,3,2025-01-08,HDFCBANK.NS,SELL,TIME
0.6265,0.5687,0.3813,0.05,0.2111,0.0,0.0,2,0,4,2025-01-08,ICICIBANK.NS,SELL,TARGET
1.153,0.6773,0.1432,0.1795,-0.1348,0.0,0.0,2,0,1,2025-01-08,INFY.NS,SELL,STOP
0.8428,0.1435,0.4407,0.4158,0.0931,0.0,0.0,2,1,2,2025-01-08,TCS.NS,BUY,TARGET
0.8624,0.5467,0.2422,0.2111,-0.5282,0.0,0.0,3,0,3,2025-01-09,HDFCBANK.NS,SELL,TARGET
0.8057,0.3812,0.297,0.3218,-0.3911,0.0,0.0,3,0,4,2025-01-09,ICICIBANK.NS,SELL,TIME
0.7066,0.3708,0.0,0.6292,0.5509,0.0,0.0,3,0,0,2025-01-09,RELIANCE.NS,SELL,TARGET
0.8333,0.1119,0.4152,0.4729,0.048,0.0,0.0,4,0,3,2025-01-10,HDFCBANK.NS,SELL,TIME
1.2124,0.5743,0.3135,0.1122,-0.1901,0.0,0.0,4,0,4,2025-01-10,ICICIBANK.NS,SELL,TIME
0.9929,0.4837,0.0488,0.4675,-1.0241,0.0,0.0,0,1,0,2025-01-13,RELIANCE.NS,BUY,TIME
1.514,0.5769,0.1677,0.2554,-0.4689,0.0,0.0,0,1,2,2025-01-13,TCS.NS,BUY,TIME
1.2688,0.5287,0.3981,0.0733,0.4471,0.0,0.0,1,0,0,2025-01-14,RELIANCE.NS,SELL,TIME
1.2953,0.2325,0.0445,0.723,0.0605,0.0,0.0,1,0,2,2025-01-14,TCS.NS,SELL,TIME
0.7442,0.0571,0.1837,0.7592,0.2454,2209018.0,0.961,2,0,3,2025-01-15,HDFCBANK.NS,SELL,STOP
1.1159,0.5553,0.1567,0.288,0.5764,0.0,0.0,3,0,1,2025-01-16,INFY.NS,SELL,TARGET
0.4769,0.4167,0.3,0.2833,0.0958,0.0,0.0,3,1,0,2025-01-16,RELIANCE.NS,BUY,TARGET
1.9776,0.3501,0.388,0.2619,0.2577,0.0,0.0,3,0,2,2025-01-16,TCS.NS,SELL,TIME
0.9827,0.4392,0.2835,0.2773,-0.3844,0.0,0.0,4,0,3,2025-01-17,HDFCBANK.NS,SELL,TIME
1.6486,0.9629,0.0,0.0371,-0.2922,0.0,0.0,4,0,4,2025-01-17,ICICIBANK.NS,SELL,TIME
0.8705,0.5629,0.1294,0.3077,-0.1468,0.0,0.0,0,1,3,2025-01-20,HDFCBANK.NS,BUY,TARGET
1.0985,0.6981,0.133,0.169,0.3025,0.0,0.0,1,0,3,2025-01-21,HDFCBANK.NS,SELL,STOP
1.4161,0.7601,0.1647,0.0751,0.3328,0.0,0.0,1,0,4,2025-01-21,ICICIBANK.NS,SELL,TARGET
0.869,0.2159,0.5365,0.2476,0.3557,0.0,0.0,1,0,1,2025-01-21,INFY.NS,SELL,STOP
2.0218,0.9308,0.0385,0.0308,0.4251,0.0,0.0,1,0,0,2025-01-21,RELIANCE.NS,SELL,TIME
0.9909,0.4132,0.1923,0.3945,0.5321,0.0,0.0,1,0,2,2025-01-21,TCS.NS,SELL,STOP
0.9307,0.5844,0.1688,0.2468,-0.1216,0.0,0.0,2,1,3,2025-01-22,HDFCBANK.NS,BUY,STOP
1.0835,0.7708,0.204,0.0252,0.4322,0.0,0.0,2,1,1,2025-01-22,INFY.NS,BUY,TARGET
1.3,0.909,0.0244,0.0666,0.3543,0.0,0.0,2,1,2,2025-01-22,TCS.NS,BUY,TARGET
1.174,0.4501,0.0921,0.4578,0.6131,0.0,0.0,3,0,3,2025-01-23,HDFCBANK.NS,SELL,TIME
1.2643,0.2533,0.0954,0.6513,-0.2957,0.0,0.0,3,1,4,2025-01-23,ICICIBANK.NS,BUY,TIME
0.472,0.8333,0.05,0.1167,-0.1095,0.0,0.0,3,0,0,2025-01-23,RELIANCE.NS,SELL,TARGET
0.7921,0.2344,0.599,0.1667,0.1872,0.0,0.0,4,1,4,2025-01-24,ICICIBANK.NS,BUY,STOP
1.0345,0.459,0.5128,0.0282,0.067,0.0,0.0,4,1,1,2025-01-24,INFY.NS,BUY,TIME
1.2246,0.8117,0.1461,0.0422,0.4546,0.0,0.0,4,0,0,2025-01-24,RELIANCE.NS,SELL,TIME
1.0016,0.6545,0.1992,0.1463,-0.5224,0.0,0.0,0,0,0,2025-01-27,RELIANCE.NS,SELL,TIME
1.4,0.9231,0.0684,0.0085,1.1476,0.0,0.0,1,1,3,2025-01-28,HDFCBANK.NS,BUY,TIME
1.7876,0.6044,0.1089,0.2867,1.1971,0.0,0.0,1,1,4,2025-01-28,ICICIBANK.NS,BUY,TIME
0.8312,0.0636,0.6746,0.2618,0.2138,0.0,0.0,1,0,2,2025-01-28,TCS.NS,SELL,TARGET
1.4001,0.3092,0.6107,0.0802,0.9537,0.0,0.0,2,1,1,2025-01-29,INFY.NS,BUY,STOP
0.5977,0.3632,0.398,0.2388,-0.1133,0.0,0.0,3,1,3,2025-01-30,HDFCBANK.NS,BUY,TIME
0.9351,0.0855,0.1325,0.7821,-0.1958,0.0,0.0,3,1,4,2025-01-30,ICICIBANK.NS,BUY,TIME
1.0305,0.5052,0.1745,0.3203,-0.0186,0.0,0.0,3,0,1,2025-01-30,INFY.NS,SELL,TIME
0.7569,0.5479,0.1596,0.2926,-0.0202,0.0,0.0,3,1,0,2025-01-30,RELIANCE.NS,BUY,TARGET
0.8572,0.3982,0.6018,0.0,-0.3272,0.0,0.0,4,1,0,2025-01-31,RELIANCE.NS,BUY,TIME
1.2982,0.224,0.4729,0.3032,0.5364,0.0,0.0,1,1,3,2025-02-04,HDFCBANK.NS,BUY,TARGET
1.2279,0.7194,0.2064,0.0742,0.1686,0.0,0.0,1,1,0,2025-02-04,RELIANCE.NS,BUY,TARGET
0.8183,0.2981,0.2593,0.4426,0.3109,0.0,0.0,1,1,2,2025-02-04,TCS.NS,BUY,TIME
0.6789,0.2312,0.0925,0.6763,0.3632,1427702.0,0.8316,2,1,4,2025-02-05,ICICIBANK.NS,BUY,TIME
1.0503,0.208,0.6642,0.1278,0.591,735955.0,0.7083,2,0,1,2025-02-05,INFY.NS,SELL,TIME
1.1026,0.5565,0.2483,0.1951,0.4151,431852.0,1.2222,2,0,2,2025-02-05,TCS.NS,SELL,TIME
0.6149,0.5192,0.1026,0.3782,0.5677,0.0,0.0,3,0,4,2025-02-06,ICICIBANK.NS,SELL,TIME
0.8628,0.2128,0.5289,0.2584,0.7951,0.0,0.0,3,0,1,2025-02-06,INFY.NS,SELL,TIME
1.4368,0.3404,0.5384,0.1212,0.4785,570755.0,1.6153,3,0,2,2025-02-06,TCS.NS,SELL,TIME
0.8587,0.5668,0.2258,0.2074,-0.0314,0.0,0.0,4,0,4,2025-02-07,ICICIBANK.NS,SELL,TARGET
1.1598,0.6088,0.0,0.3912,0.0507,0.0,0.0,4,0,0,2025-02-07,RELIANCE.NS,SELL,TIME
1.3689,0.7443,0.0,0.2557,0.0257,0.0,0.0,4,0,2,2025-02-07,TCS.NS,SELL,TIME
0.8639,0.8466,0.1411,0.0123,-0.1497,0.0,0.0,0,0,1,2025-02-10,INFY.NS,SELL,TIME
1.0278,0.5875,0.2062,0.2062,0.4623,0.0,0.0,1,0,0,2025-02-11,RELIANCE.NS,SELL,TARGET
0.919,0.429,0.4841,0.087,0.5518,0.0,0.0,2,0,1,2025-02-12,INFY.NS,SELL,TARGET
0.5212,0.5225,0.4607,0.0168,-0.6957,0.0,0.0,3,1,3,2025-02-13,HDFCBANK.NS,BUY,STOP
1.0739,0.5,0.2261,0.2739,0.2414,0.0,0.0,3,0,1,2025-02-13,INFY.NS,SELL,TIME
0.8464,0.4686,0.058,0.4734,0.037,0.0,0.0,3,1,0,2025-02-13,RELIANCE.NS,BUY,STOP
1.3934,0.4908,0.0778,0.4313,0.3527,0.0,0.0,3,0,2,2025-02-13,TCS.NS,SELL,TIME
0.4753,0.0249,0.3478,0.6273,-0.1354,0.0,0.0,4,0,3,2025-02-14,HDFCBANK.NS,SELL,STOP
0.9135,0.1065,0.629,0.2645,-0.5576,0.0,0.0,0,1,3,2025-02-17,HDFCBANK.NS,BUY,TARGET
1.1079,0.4185,0.1333,0.4481,-0.3456,0.0,0.0,0,1,0,2025-02-17,RELIANCE.NS,BUY,TIME
0.586,0.0941,0.8069,0.099,-0.285,0.0,0.0,1,1,3,2025-02-18,HDFCBANK.NS,BUY,STOP
0.8281,0.8835,0.0194,0.0971,0.2198,0.0,0.0,1,0,4,2025-02-18,ICICIBANK.NS,SELL,TIME
1.7176,0.8651,0.0116,0.1233,-0.8165,0.0,0.0,2,1,4,2025-02-19,ICICIBANK.NS,BUY,TIME
1.5988,0.1203,0.3849,0.4948,-0.7533,0.0,0.0,2,0,1,2025-02-19,INFY.NS,SELL,TIME
